Order,Lot Frontage,Lot Area,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,Yr Sold,SalePrice,LogSalePrice,Alley_Grvl,Alley_NA,Alley_Pave,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Central Air_N,Central Air_Y,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 2_Norm,Exterior 1st_AsbShng,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsbShng,Exterior 2nd_BrkFace,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_Detchd,Garage Type_NA,Heating_GasA,Heating_GasW,House Style_1.5Fin,House Style_1Story,House Style_2Story,House Style_SFoyer,House Style_SLvl,Land Contour_Bnk,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_Inside,MS SubClass_20,MS SubClass_30,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_160,MS SubClass_190,MS Zoning_C (all),MS Zoning_FV,MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_NA,Mas Vnr Type_Stone,Misc Feature_NA,Misc Feature_Shed,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Roof Matl_CompShg,Roof Style_Gable,Roof Style_Hip,Sale Condition_Abnorml,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_ConLD,Sale Type_New,Sale Type_WD ,Mo Sold_1,Mo Sold_2,Mo Sold_3,Mo Sold_4,Mo Sold_5,Mo Sold_6,Mo Sold_7,Mo Sold_8,Mo Sold_9,Mo Sold_10,Mo Sold_11,Mo Sold_12,TotalFinSF,TotalSF,BsmtFinSF,PorchSF,TotalBath,BsmtBath,AvgBltRemod,PreWarYearBuilt,RecentYearBuilt,YearRemodAdd,haspool,has2ndfloor,hasfireplace,LivAreaRatio,BedRatio,GarageRatio,BathRatio,LotRatio,FireBathRatio,TotalSF x OverallQual x OverallCond,TotalSF x OverallQual x Functional,AvgBltRemod x Functional x TotalFinSF,q1,q2,TotalSF x OverallQual,TotalSF x OverallCond,TotalFinSF x Functional,Functional x OverallQual,AvgBltRemod x OverallCond,AvgBltRemod x TotalFinSF,OverallCond x AvgBltRemod,BsmtFinSF x BsmtQual,BsmtFinSF x BsmtBath,Kitchen AbvGr x KitchenQual,GarageCars x GarageYrBlt,GarageQual x GarageCond x GarageCars,FireplaceQu x Fireplaces
2065,81.0,14175,4,4,2,5,5,54,1998,0.0,3,3,3,3,1,3,386.0,5,522.0,332.0,1240.0,4,5,1375,0,0,1375,1.0,1,0,3,1,3,6,8,1,4,54,1,1.0,323.0,3,3,3,0,0,0,0,0,0,0,0,0,2007,187000,12.138869243416009,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2283.0,2615.0,908.0,0,2.0,1.0,33.0,14,0,12,0,0,1,0.18447971781305114,458.3333333333333,0.3333333333333333,0.6666666666666666,175.0,0.5,65375.0,104600.0,602712.0,81,660.0,13075.0,13075.0,18264.0,40,165.0,75339.0,165.0,2724.0,908.0,3,54.0,9.0,4
2066,99.0,16779,4,4,1,5,4,90,1996,356.0,3,2,4,3,1,4,267.0,1,0.0,404.0,671.0,2,5,1567,1087,0,2654,0.0,3,0,4,1,3,11,5,1,4,64,1,2.0,638.0,3,3,3,128,570,0,0,0,0,0,0,500,2007,158000,11.970356641102999,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2921.0,3325.0,267.0,698,3.0,0.0,52.0,0,0,14,0,1,1,0.19816437213183147,663.5,0.5,0.75,169.4848484848485,0.3333333333333333,66500.0,83125.0,759460.0,108,1040.0,16625.0,13300.0,14605.0,25,208.0,151892.0,208.0,1068.0,0.0,3,128.0,18.0,4
2067,0.0,25339,4,4,1,5,7,92,2007,0.0,3,4,3,3,1,1,0.0,1,0.0,816.0,816.0,5,5,1416,0,0,1416,0.0,2,0,3,1,4,7,8,0,0,3,1,2.0,576.0,3,3,0,0,0,112,0,0,0,0,0,0,2007,112000,11.626263078808801,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1416.0,2232.0,0.0,112,2.0,0.0,47.5,0,0,3,0,0,0,0.08808555980899009,472.0,0.6666666666666666,0.6666666666666666,500.0,0.0,78120.0,89280.0,538080.0,108,950.0,11160.0,15624.0,11328.0,40,332.5,67260.0,332.5,0.0,0.0,4,6.0,18.0,0
2068,70.0,6960,4,4,1,7,8,70,1998,0.0,3,3,3,3,1,5,258.0,1,0.0,422.0,680.0,5,4,798,504,0,1302,0.0,1,1,2,1,4,6,8,2,4,70,1,1.0,224.0,3,3,3,0,0,0,0,126,0,0,3,0,2007,165250,12.015220809132838,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1560.0,1982.0,258.0,126,1.5,0.0,41.0,0,0,12,0,1,1,0.28477011494252874,651.0,0.5,0.75,99.42857142857143,1.3333333333333333,110992.0,110992.0,511680.0,108,656.0,13874.0,15856.0,12480.0,56,328.0,63960.0,328.0,774.0,0.0,4,70.0,9.0,8
2070,85.0,13770,4,4,1,5,6,52,1998,340.0,3,3,3,3,2,3,190.0,4,873.0,95.0,1158.0,3,5,1176,0,0,1176,1.0,1,0,3,1,3,6,8,2,4,52,1,1.0,303.0,3,3,3,0,0,0,0,0,0,0,0,0,2007,137000,11.827743504053695,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2239.0,2334.0,1063.0,0,2.0,1.0,32.0,16,0,12,0,0,1,0.16949891067538125,392.0,0.3333333333333333,0.6666666666666666,162.0,1.0,70020.0,93360.0,573184.0,81,640.0,11670.0,14004.0,17912.0,40,192.0,71648.0,192.0,3189.0,1063.0,3,52.0,9.0,8
2072,0.0,115149,2,4,3,7,5,39,2002,351.0,3,3,4,3,4,6,1219.0,1,0.0,424.0,1643.0,3,5,1824,0,0,1824,1.0,2,0,2,1,4,5,8,2,3,39,1,2.0,739.0,3,3,3,380,48,0,0,0,0,0,0,0,2007,302000,12.618185607609803,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3043.0,3467.0,1219.0,428,3.0,1.0,23.5,29,0,8,0,0,1,0.0301088155346551,912.0,1.0,1.5,500.0,0.6666666666666666,121345.0,194152.0,572084.0,144,470.0,24269.0,17335.0,24344.0,56,117.5,71510.5,117.5,4876.0,1219.0,4,78.0,18.0,6
2073,0.0,11075,4,4,1,6,5,26,1984,136.0,3,3,4,3,1,4,299.0,2,891.0,0.0,1190.0,5,5,1522,0,0,1522,0.0,2,0,3,1,3,7,8,1,3,26,3,2.0,552.0,3,3,3,0,77,0,0,168,0,0,4,0,2007,182000,12.111767460549332,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2712.0,2712.0,1190.0,245,2.0,0.0,26.0,42,0,26,0,0,1,0.24487584650112867,507.3333333333333,0.6666666666666666,0.6666666666666666,500.0,0.5,81360.0,130176.0,564096.0,108,520.0,16272.0,13560.0,21696.0,48,130.0,70512.0,130.0,4760.0,0.0,3,52.0,18.0,3
2075,0.0,17541,3,4,1,5,7,62,2005,0.0,3,4,3,4,2,4,300.0,1,0.0,109.0,409.0,5,5,1325,0,0,1325,0.0,2,0,3,1,4,6,8,1,3,14,1,2.0,576.0,3,3,3,0,42,0,0,0,0,0,0,0,2007,216000,12.283038316285214,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1625.0,1734.0,300.0,42,2.0,0.0,33.5,6,0,5,0,0,1,0.09885411322045494,441.6666666666667,0.6666666666666666,0.6666666666666666,500.0,0.5,60690.0,69360.0,435500.0,108,670.0,8670.0,12138.0,13000.0,40,234.5,54437.5,234.5,900.0,0.0,4,28.0,18.0,3
2076,0.0,22692,3,4,1,5,5,57,1953,0.0,3,3,3,3,1,3,587.0,1,0.0,486.0,1073.0,3,5,1630,0,0,1630,0.0,2,0,3,1,3,6,5,1,3,57,1,2.0,649.0,3,3,2,0,64,0,0,0,0,0,0,0,2007,130000,11.775297421715827,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2217.0,2703.0,587.0,64,2.0,0.0,57.0,11,0,57,0,0,1,0.11911686938127974,543.3333333333334,0.6666666666666666,0.6666666666666666,500.0,0.5,67575.0,67575.0,631845.0,81,1140.0,13515.0,13515.0,11085.0,25,285.0,126369.0,285.0,1761.0,0.0,3,114.0,18.0,3
2077,84.0,17808,4,4,1,4,5,64,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,484.0,484.0,3,5,1242,0,0,1242,0.0,1,0,2,1,3,4,5,0,0,64,1,1.0,336.0,3,3,0,0,0,0,0,0,0,0,0,0,2007,109900,11.60733523953139,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1242.0,1726.0,0.0,0,1.0,0.0,62.0,4,0,60,0,0,0,0.09692273135669362,621.0,0.5,0.5,212.0,0.0,34520.0,34520.0,385020.0,81,1240.0,6904.0,8630.0,6210.0,20,310.0,77004.0,310.0,0.0,0.0,3,64.0,9.0,0
2078,102.0,12671,3,4,1,6,7,56,1994,300.0,3,4,4,2,1,2,353.0,1,0.0,935.0,1288.0,5,5,2422,0,0,2422,0.0,3,0,4,1,4,6,6,2,4,56,3,2.0,527.0,3,3,3,0,63,0,0,144,0,0,0,0,2007,255000,12.449022745701502,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2775.0,3710.0,353.0,207,3.0,0.0,36.0,12,0,16,0,0,1,0.2927945702785889,605.5,0.5,0.75,124.22549019607843,0.6666666666666666,155820.0,133560.0,599400.0,144,720.0,22260.0,25970.0,16650.0,36,252.0,99900.0,252.0,1412.0,0.0,4,112.0,18.0,8
2079,84.0,12615,4,4,1,6,7,60,2001,0.0,3,3,3,4,3,5,477.0,1,0.0,725.0,1202.0,3,5,2158,0,0,2158,1.0,2,0,4,1,4,7,8,1,4,60,1,2.0,576.0,3,3,3,0,29,39,0,0,0,0,3,0,2007,243000,12.400820837540556,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2635.0,3360.0,477.0,68,3.0,1.0,34.5,8,0,9,0,0,1,0.26634958382877527,539.5,0.5,0.75,150.17857142857142,0.3333333333333333,141120.0,161280.0,727260.0,108,690.0,20160.0,23520.0,21080.0,48,241.5,90907.5,241.5,1431.0,477.0,4,120.0,18.0,4
2081,60.0,5400,4,4,1,5,5,52,1958,0.0,3,3,3,3,1,3,453.0,1,0.0,411.0,864.0,3,5,864,0,0,864,0.0,1,0,3,1,3,6,8,0,0,52,1,1.0,399.0,3,3,3,0,0,0,0,0,0,0,0,0,2007,118000,11.678448377988165,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1317.0,1728.0,453.0,0,1.5,0.5,52.0,16,0,52,0,0,0,0.32,288.0,0.3333333333333333,0.5,90.0,0.0,43200.0,69120.0,547872.0,81,1040.0,8640.0,8640.0,10536.0,40,260.0,68484.0,260.0,1359.0,226.5,3,52.0,9.0,0
2082,0.0,11515,3,4,1,4,5,52,1994,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,5,943,0,0,943,0.0,1,0,3,1,4,5,6,0,0,52,1,1.0,308.0,3,3,0,0,0,60,0,0,0,0,0,0,2007,80000,11.289794413577894,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,943.0,943.0,0.0,60,1.0,0.0,34.0,16,0,16,0,0,0,0.08189318280503691,314.3333333333333,0.3333333333333333,0.3333333333333333,500.0,0.0,18860.0,22632.0,192372.0,0,680.0,3772.0,4715.0,5658.0,24,170.0,32062.0,170.0,0.0,0.0,4,52.0,9.0,0
2083,42.0,7711,3,4,1,4,3,33,1977,0.0,3,3,4,3,4,6,1440.0,1,0.0,0.0,1440.0,3,5,1440,0,0,1440,2.0,2,0,4,2,3,8,8,0,0,33,0,0.0,0.0,0,0,0,321,0,0,0,0,0,0,0,0,2007,150000,11.918397239722838,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2880.0,2880.0,1440.0,321,4.0,1.0,33.0,35,0,33,0,0,0,0.3734924134353521,360.0,0.0,1.0,183.5952380952381,0.0,34560.0,92160.0,760320.0,0,660.0,11520.0,8640.0,23040.0,32,99.0,95040.0,99.0,5760.0,1440.0,6,0.0,0.0,0
2084,58.0,9098,3,4,1,4,7,90,2002,0.0,3,3,3,3,2,5,348.0,1,0.0,180.0,528.0,5,5,605,0,0,605,1.0,1,0,2,1,3,5,8,0,0,90,0,0.0,0.0,0,0,0,0,0,144,0,0,0,0,0,0,2007,86000,11.362114203075018,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,953.0,1133.0,348.0,144,2.0,1.0,49.0,0,0,8,0,0,0,0.12453286436579468,302.5,0.0,1.0,156.86206896551724,0.0,31724.0,36256.0,373576.0,0,980.0,4532.0,7931.0,7624.0,32,343.0,46697.0,343.0,1044.0,348.0,3,0.0,0.0,0
2085,39.0,3869,4,4,2,5,6,26,1984,149.0,4,5,3,3,1,2,283.0,6,755.0,0.0,1038.0,4,5,1038,0,0,1038,0.0,2,0,2,1,3,5,8,0,0,26,2,1.0,264.0,3,3,3,0,105,0,0,0,0,0,0,0,2007,130000,11.775297421715827,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2076.0,2076.0,1038.0,105,2.0,0.0,26.0,42,0,26,0,0,0,0.5365727578185577,519.0,0.5,1.0,99.2051282051282,0.0,62280.0,83040.0,431808.0,108,520.0,10380.0,12456.0,16608.0,40,156.0,53976.0,156.0,3114.0,0.0,3,26.0,9.0,0
2086,58.0,9280,4,4,1,5,6,59,1951,0.0,3,3,2,3,1,5,557.0,1,0.0,785.0,1342.0,5,5,1342,0,0,1342,1.0,1,0,4,1,3,7,8,0,0,59,1,1.0,256.0,3,3,3,0,0,0,0,0,0,0,0,0,2007,125000,11.736077016252437,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1899.0,2684.0,557.0,0,2.0,1.0,59.0,9,0,59,0,0,0,0.28922413793103446,335.5,0.25,0.5,160.0,0.0,80520.0,107360.0,896328.0,54,1180.0,13420.0,16104.0,15192.0,40,354.0,112041.0,354.0,1114.0,557.0,3,59.0,9.0,0
2087,60.0,11100,4,4,1,5,6,59,1994,0.0,3,3,3,3,2,2,1080.0,1,0.0,0.0,1080.0,3,5,1080,400,0,1480,1.0,1,0,4,1,3,7,8,1,4,59,1,1.0,253.0,3,3,3,0,0,68,0,0,0,0,0,0,2007,136500,11.824087219587643,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2560.0,2560.0,1080.0,68,2.0,1.0,37.5,9,0,16,0,1,1,0.23063063063063063,370.0,0.25,0.5,185.0,0.5,76800.0,102400.0,768000.0,81,750.0,12800.0,15360.0,20480.0,40,225.0,96000.0,225.0,3240.0,1080.0,3,59.0,9.0,4
2088,50.0,7550,4,4,1,4,5,90,1950,0.0,2,2,3,2,1,1,0.0,1,0.0,951.0,951.0,2,5,986,376,0,1362,0.0,2,0,4,1,3,7,8,0,0,90,1,1.0,280.0,2,3,2,0,0,0,0,0,0,0,3,0,2007,96000,11.472113887062386,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1362.0,2313.0,0.0,0,2.0,0.0,75.0,0,0,60,0,1,0,0.30635761589403976,340.5,0.25,0.5,151.0,0.0,46260.0,74016.0,817200.0,36,1500.0,9252.0,11565.0,10896.0,32,375.0,102150.0,375.0,0.0,0.0,3,90.0,6.0,0
2089,60.0,9060,4,4,1,5,6,53,2006,98.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,5,5,1340,0,0,1340,0.0,1,0,3,1,3,7,8,1,4,53,2,1.0,252.0,3,3,3,116,0,0,180,0,0,0,3,0,2007,120000,11.695255355062795,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1340.0,1340.0,0.0,296,1.0,0.0,28.5,15,0,4,0,0,1,0.1479028697571744,446.6666666666667,0.3333333333333333,0.3333333333333333,151.0,1.0,40200.0,53600.0,305520.0,0,570.0,6700.0,8040.0,10720.0,40,171.0,38190.0,171.0,0.0,0.0,3,53.0,9.0,4
